epoch,train_loss,train_binary_label_loss,train_text_binary_distill,train_text_severity_distill,train_embedding_alignment,train_severity_consistency,train_severity_ce,val_threshold,val_accuracy,val_f1,val_precision,val_recall,val_roc_auc,val_pr_auc,val_severity_accuracy_pseudo,val_severity_macro_f1_pseudo
11,1.0535154795335009,0.47357782494999096,0.4899359451075265,0.719128769442991,0.2980519774238009,0.051695728026716174,1.017166951331178,0.31,0.8600405679513184,0.8270676691729323,0.7932692307692307,0.8638743455497382,0.9281404944350058,0.9031491737635916,0.7139959432048681,0.643561368962281
12,0.9918368496016999,0.43346118687090013,0.4688827376845161,0.6883080121413815,0.29269868558138806,0.05676719356544383,0.9850190222912625,0.64,0.8539553752535497,0.8190954773869347,0.7874396135265701,0.8534031413612565,0.928227176588884,0.9033655854551259,0.7342799188640974,0.651088990154399
13,1.004603069166862,0.41616479196222517,0.5018010136218891,0.7189985438515808,0.30500265962417866,0.06503962216927532,1.0527274520308882,0.23,0.8519269776876268,0.8123393316195373,0.797979797979798,0.8272251308900523,0.9197149890780486,0.8964547580753514,0.718052738336714,0.6302968631744454
14,0.9773859693122975,0.4001436434929667,0.5102625541255073,0.6926208632152066,0.2958399359372187,0.06505536048131118,1.0033925789893323,0.29000000000000004,0.8397565922920892,0.7958656330749354,0.7857142857142857,0.806282722513089,0.9151901806456086,0.8859240920894397,0.7119675456389453,0.6417649907972489
15,0.9355646174620179,0.36465388924240544,0.5065492041323797,0.6860721267792265,0.2895322901945488,0.06251494293790331,0.9703481670038893,0.21000000000000002,0.845841784989858,0.8071065989847716,0.7832512315270936,0.8324607329842932,0.9153808813841406,0.8863457252493596,0.7221095334685599,0.6496434926854027
16,0.9193484173694013,0.35688818462379684,0.5095239183595627,0.6656840414360717,0.2839035508224907,0.06796583580715375,1.0207246277586828,0.54,0.8539553752535497,0.8190954773869347,0.7874396135265701,0.8534031413612565,0.925869422003398,0.8985752416861751,0.7261663286004056,0.6556652178650191
17,0.8880735956797933,0.31106572675037814,0.5194494116978318,0.6890315248555867,0.28410712358478885,0.0705480844808623,0.9640238414922311,0.45999999999999996,0.8580121703853956,0.8241206030150754,0.7922705314009661,0.8586387434554974,0.9295274088970562,0.9006637805536539,0.7322515212981744,0.6704153559811993
18,0.8551771829420121,0.2915326025300458,0.5194602027089052,0.6582829448311287,0.2810505642155936,0.07671776207770963,0.9797389111487694,0.13,0.8316430020283976,0.8009592326139089,0.7389380530973452,0.8743455497382199,0.9224888180021498,0.8930780043002772,0.7200811359026369,0.6626915751616943
19,0.8837942064506425,0.3049175843645155,0.5474110052366954,0.6642884441775174,0.2854508838492541,0.0849512996894611,1.0834135878319833,0.51,0.847870182555781,0.8010610079575596,0.8118279569892473,0.7905759162303665,0.9230262473561943,0.890679946132782,0.716024340770791,0.6496836265468598
20,0.8316656669743829,0.2678258514358441,0.5347826227655306,0.6422495667629902,0.2817223475746859,0.08611507324087718,1.0677427038388054,0.85,0.8580121703853956,0.8118279569892473,0.8342541436464088,0.7905759162303665,0.9279151208349226,0.899066333955775,0.7261663286004056,0.6852300481736426
21,0.8194843638988621,0.2640079243335881,0.5363347242308338,0.6263082416878287,0.2761146150091115,0.08445967596782612,1.009252371195874,0.33999999999999997,0.845841784989858,0.8164251207729468,0.757847533632287,0.8848167539267016,0.9276377379425124,0.8920563458504802,0.7099391480730223,0.6622602160461416
22,0.8217679652618751,0.24294618454341796,0.5519323740146389,0.6627173995757415,0.2794745432655276,0.08776996137692647,1.0398418507544822,0.17,0.8397565922920892,0.8132387706855791,0.7413793103448276,0.900523560209424,0.9264415242189938,0.8933299404689369,0.7241379310344828,0.6825480956005672
23,0.8096728163704373,0.23657277333195076,0.572372566841843,0.6345361349312892,0.2717856037298579,0.09640996050652789,1.0841248821848617,0.24000000000000002,0.8417849898580122,0.8142857142857143,0.7467248908296943,0.8952879581151832,0.9221767622481883,0.8855579732059513,0.716024340770791,0.6749865945709017
24,0.8358545071086269,0.23426303415760105,0.5970240486745189,0.6725032656467753,0.2814687028851904,0.09819712174918216,1.1057361432410013,0.25,0.8397565922920892,0.8058968058968059,0.7592592592592593,0.8586387434554974,0.9142020040913976,0.8754877837073655,0.6876267748478702,0.6518036562823601
25,0.7460952783721725,0.1892676766247596,0.5546573540983084,0.6159124279561126,0.2636853813703024,0.0980779998426978,1.0772795874568633,0.84,0.8377281947261663,0.8067632850241546,0.7488789237668162,0.8743455497382199,0.9096251863666309,0.8635493599483748,0.718052738336714,0.6720694454973061
26,0.7732730976076622,0.19672240979608335,0.5824134351091139,0.6382968941001396,0.2639830673669418,0.09738312745583348,1.0876332405605607,0.43000000000000005,0.8174442190669371,0.7867298578199052,0.7186147186147186,0.8691099476439791,0.9121736416906487,0.8680261759975687,0.7099391480730223,0.6618405965361644
27,0.7555212506046417,0.17787185131444358,0.5875154012288647,0.6340866957476651,0.2651244889319852,0.1019944166865492,1.1004690702184872,0.28,0.8417849898580122,0.8151658767772512,0.7445887445887446,0.900523560209424,0.9246211989875525,0.8876173124230258,0.7302231237322515,0.6772544296695413
28,0.7463980451843059,0.18376170768116423,0.5611035967136131,0.6275044864847087,0.25751202917111987,0.09747531195117319,1.0825308373810678,0.17,0.8336713995943205,0.8,0.7488584474885844,0.8586387434554974,0.9121563052598731,0.8777889591993531,0.7241379310344828,0.6786119884669068
29,0.7277190068919285,0.16747885711414004,0.5596078185115034,0.6247030003560394,0.25789876327989925,0.09393190884327025,1.0490890999505202,0.89,0.8316430020283976,0.7919799498746867,0.7596153846153846,0.8272251308900523,0.9110467736902327,0.8563158043438558,0.7281947261663286,0.674704372740087
30,0.7183555443221318,0.16683312683124785,0.5565204058341633,0.6086180878206601,0.2509584465447594,0.10061267293075286,1.0943488694483938,0.14,0.8336713995943205,0.7960199004975125,0.7582938388625592,0.837696335078534,0.9091397663049132,0.8743589682348303,0.716024340770791,0.6662468466568932
31,0.7157169193938407,0.16663234344296043,0.5553765526207769,0.6088189072752765,0.24477467677497136,0.09770307421029609,1.0486466436863984,0.11,0.8296146044624746,0.7951219512195122,0.7442922374429224,0.8534031413612565,0.9118962587982385,0.8756963817994154,0.7221095334685599,0.6727619406324116
32,0.7222320307149656,0.16042357206360836,0.5629445627115642,0.6321650688830673,0.24577669408456432,0.09429708693413849,1.0416442795776335,0.22,0.8316430020283976,0.789873417721519,0.7647058823529411,0.8167539267015707,0.9017544467944938,0.8711128004778155,0.6977687626774848,0.6477730602730603
33,0.7176044177537894,0.15955891564370728,0.5705891774162805,0.6137425775150718,0.24375146533928665,0.10608636682364754,1.1526169326050868,0.23,0.8275862068965517,0.8,0.7264957264957265,0.8900523560209425,0.9052564058111716,0.8510009282894536,0.7038539553752535,0.6544634490071664
34,0.7017943320481395,0.15537534216500024,0.5506669732684691,0.6073905082204438,0.24077016345036575,0.10083646063849729,1.0898450842090681,0.84,0.8417849898580122,0.7979274611398963,0.7897435897435897,0.806282722513089,0.9176866266772996,0.8729323461646975,0.718052738336714,0.6679216507816778
35,0.7004142353299007,0.14862956364947516,0.5614270836118435,0.6112167470489906,0.23761567335437844,0.10416874611619178,1.1177479507097232,0.52,0.8438133874239351,0.8050632911392405,0.7794117647058824,0.8324607329842932,0.9128844353524497,0.859984061722623,0.6957403651115619,0.6585145466981293
36,0.6627553410525788,0.13755124866869098,0.5482894849033179,0.572754420228059,0.22240924739759732,0.0998049116056389,1.0780501197366152,0.31,0.8275862068965517,0.7780678851174935,0.7760416666666666,0.7801047120418848,0.8959987517769842,0.853149437024511,0.6997971602434077,0.6606043600527587
37,0.6833852725193789,0.15129087322989118,0.5505597476300648,0.5823546612623081,0.22820437443736852,0.10143902298913514,1.1336184950435864,0.25,0.8316430020283976,0.7990314769975787,0.7432432432432432,0.8638743455497382,0.8999514579938283,0.8429306118104276,0.691683569979716,0.6511661895610945
38,0.6823279561727533,0.15568235089306462,0.5517121993736739,0.570066437087872,0.22282666515128804,0.10654891716113264,1.1722092291888069,0.8099999999999999,0.8336713995943205,0.7970297029702971,0.755868544600939,0.8429319371727748,0.8994487015013349,0.836234985490657,0.6835699797160243,0.643006971332063
39,0.6507349441450877,0.1307789553153635,0.5452584411411735,0.5646302693334767,0.2170401406930942,0.10385943561878017,1.1041634952320771,0.43000000000000005,0.8417849898580122,0.7958115183246073,0.7958115183246073,0.7958115183246073,0.9053604243958254,0.8626695668318781,0.6937119675456389,0.648051309895939
40,0.6793136196385476,0.14852818602068077,0.5545824019476256,0.5739863502340541,0.22618922771224528,0.10920219576761174,1.1800645097927849,0.32,0.845841784989858,0.8,0.8042328042328042,0.7958115183246073,0.9007315973787318,0.8631353182781177,0.7058823529411765,0.654647687779134
41,0.6738454316662572,0.1460286747974654,0.5486123413313687,0.5772634523293746,0.22080502019858309,0.10416319056686318,1.1369506948134478,0.19,0.8316430020283976,0.789873417721519,0.7647058823529411,0.8167539267015707,0.897697721992996,0.850819645286377,0.6977687626774848,0.6306176775739742
42,0.6586568968197075,0.15557351920323564,0.5213895221683146,0.5508355047476675,0.2102467168211807,0.10079698786041358,1.1741361223794275,0.54,0.8356997971602435,0.8,0.7570093457943925,0.8481675392670157,0.9105786900592906,0.8610624915181272,0.7119675456389453,0.6588789682539682
43,0.628404601279003,0.1313275843446066,0.51607930756941,0.5404741827678544,0.20942243079863862,0.10440139215480358,1.150164489237052,0.28,0.8336713995943205,0.8019323671497585,0.7443946188340808,0.8691099476439791,0.897420339100586,0.8327470269514559,0.7119675456389453,0.6671932730510611
44,0.6361400379685427,0.14414439336021384,0.5142233542071794,0.5332803723254202,0.20598603941841062,0.10272401250285697,1.1678363549683348,0.13,0.8032454361054767,0.780045351473923,0.688,0.900523560209424,0.891248569744461,0.8269596923104378,0.7079107505070994,0.6537386505757337
45,0.6102855373480842,0.12416485604241162,0.5055991132772063,0.5296306997521381,0.20458669878201546,0.09840254794625154,1.1057528351386907,0.45000000000000007,0.8377281947261663,0.7989949748743719,0.7681159420289855,0.8324607329842932,0.899396692209008,0.8354330565160266,0.6754563894523327,0.6051066409650541
46,0.6215452429491515,0.1379240773070638,0.5147068890109394,0.5195982015937209,0.19563981966320465,0.10372309139866662,1.1662307176714628,0.6,0.8377281947261663,0.8095238095238095,0.74235807860262,0.8900523560209425,0.9017717832252696,0.8233473771788757,0.6795131845841785,0.6050722748677236
47,0.624357709045038,0.12906169908708123,0.5256555657410509,0.5361558045855113,0.19798089687049,0.10275617473573795,1.1488374405696762,0.61,0.8498985801217038,0.8112244897959183,0.7910447761194029,0.8324607329842932,0.9058631808883187,0.8437582928511496,0.6815415821501014,0.6099518616759996
48,0.60877782620727,0.12829537248788786,0.5050450151277938,0.5194485621129148,0.19757861714639696,0.10285099609843087,1.1849547772625693,0.41000000000000003,0.8275862068965517,0.7941888619854721,0.7387387387387387,0.8586387434554974,0.9008789570403246,0.8402445577634228,0.6876267748478702,0.6144252744370762
49,0.5851809930829519,0.12986298829081472,0.48286951516003174,0.48712628653195883,0.18704149694646627,0.10173239878450785,1.1795642156746393,0.38,0.8438133874239351,0.8135593220338984,0.7567567567567568,0.8795811518324608,0.9029506605180125,0.8310426437232971,0.6855983772819473,0.6129747075577936
50,0.597058558112788,0.12385073082974538,0.5228613369906938,0.49011398588159083,0.18804956078367036,0.11321341634482393,1.23947599282192,0.76,0.845841784989858,0.8071065989847716,0.7832512315270936,0.8324607329842932,0.9012863631635519,0.8343860738317432,0.6693711967545639,0.597667014645016
